iterations,relative_residual_norm,projected_residual_norm
1,0.0,0.0
2,0.9999999999999984,9.750721032866051e-86
3,0.9999994203338053,9.750709675555721e-86
4,0.9999957044056734,9.750573847658615e-86
5,0.9999912144971522,9.750506655734564e-86
6,0.9999895477022545,9.750501554202863e-86
7,0.9999458426126202,9.749658249012355e-86
8,0.9997171674941828,9.745200778044777e-86
9,0.9997150316413553,9.745160938219324e-86
10,0.999325758284448,9.737574272489183e-86
11,0.9986355882459843,9.724129383893771e-86
12,0.9975406137301591,9.702817143285422e-86
13,0.994337183444967,9.640599711733313e-86
14,0.987492732769081,9.50833594632212e-86
15,0.9827501794820114,9.417225557118636e-86
16,0.9827264352765089,9.416770626961274e-86
17,0.982706516531093,9.41638899072974e-86
18,0.9826896445888197,9.416065726606492e-86
19,0.9826752290571367,9.415789521777374e-86
20,0.9826628156971664,9.41555167444111e-86
21,0.9826520503426396,9.415345403284476e-86
22,0.8404734934362882,6.887867276248091e-86
23,0.8404241911528074,6.887059230073717e-86
24,0.8403806787834511,6.886346115900727e-86
25,0.8403420842386026,6.885713627901309e-86
26,0.8403076936167782,6.885150056463602e-86
27,0.6786648185488368,4.491044956123516e-86
28,0.6786239557676739,4.4905041594357676e-86
29,0.6785871094138621,4.490016545583367e-86
30,0.678553769911334,4.489575362753139e-86
31,0.4886991527287819,2.328734099024702e-86
32,0.4886683504737369,2.3284405539040298e-86
33,0.4886402262095565,2.3281725458261455e-86
34,0.48861447824237625,2.3279271958451994e-86
35,0.37172823081627415,1.3473729378869354e-86
36,0.37170746333131854,1.347222394185222e-86
37,0.3716883141485916,1.3470835889495438e-86
38,0.28292268855465613,7.804988792426333e-87
39,0.2829078883194379,7.804172227852533e-87
40,0.2828941581490944,7.803414739222868e-87
41,0.1854110292705897,3.3520297191978473e-87
42,0.18540149057042146,3.3516848304767367e-87
43,0.18539259511271036,3.3513632151933363e-87
44,0.1395901170144178,1.899967068513868e-87
45,0.1395835717664418,1.8997888979098322e-87
46,0.13957744003869377,1.8996219914149767e-87
47,0.10568190222554567,1.0890253131547964e-87
48,0.10567739645806572,1.088932453788693e-87
49,0.08044061628657677,6.309391980155676e-88
50,0.08043730868668676,6.30887312669162e-88
51,0.08043419016587122,6.308383952782108e-88
52,0.08043124658122582,6.307922236625956e-88
53,0.0804284650867127,6.307485960545955e-88
54,0.08042583399541967,6.307073288833204e-88
55,0.08042334265456332,6.306682548570495e-88
56,0.0804209813383603,6.306312212377347e-88
57,0.08041874115325286,6.305960883749481e-88
58,0.08041661395182535,6.305627283343109e-88
59,0.08041459226220593,6.305310238088126e-88
60,0.0804126692195362,6.305008670188856e-88
61,0.08041083850750017,6.304721588092878e-88
62,0.08040909430824607,6.304448078518406e-88
63,0.0804074312554541,6.304187299104448e-88
64,0.08040584439118285,6.303938471644182e-88
65,0.08040432913218251,6.30370087679035e-88
66,0.08040288123305184,6.303473848239165e-88
67,0.08040149675977687,6.303256768590559e-88
68,0.08040017206102525,6.30304906483109e-88
69,0.08039890374509835,6.302850204716965e-88
70,0.0045635348729613345,2.0306705819028275e-90
71,0.004563413657850169,2.0305627087959282e-90
72,0.0045632973800961854,2.0304592319042827e-90
73,0.00456318579073432,2.030359929616923e-90
74,0.004563078639496771,2.0302645788941472e-90
75,0.004562975682473767,2.0301729624683395e-90
76,0.004562876725290955,2.030084907219772e-90
77,0.004562781541693832,2.0300002114968945e-90
78,0.004562689955417317,2.029918718367538e-90
79,0.0045626017818913645,2.029840263398679e-90
80,0.004562516851673384,2.0297646956445447e-90
81,0.004562435016975949,2.0296918834758502e-90
82,0.004562356133073965,2.0296216980064797e-90
83,0.004562280041707935,2.0295539982489383e-90
84,0.004562206609419754,2.0294886653753994e-90
85,0.004562135743793787,2.029425617047909e-90
86,0.0002794818583880286,7.616298653485483e-93
87,0.00027947725948571664,7.616048039212602e-93
88,0.0002794728103215174,7.615805583012226e-93
89,0.00027946845350169697,7.615568155956372e-93
90,0.0002794643268483991,7.615343273187137e-93
91,0.00027946030297817937,7.61512399105612e-93
92,0.0002794564109856874,7.614911895458325e-93
93,0.00027945267784338653,7.614708457990019e-93
94,0.0002794489399550778,7.61450476334955e-93
95,0.00027944542542925803,7.614313241524798e-93
96,0.00027944200186022137,7.614126677407856e-93
97,0.0002794386805201492,7.613945685354447e-93
98,0.000279435453014586,7.613769808169613e-93
99,0.00013712344393582761,1.833412353948507e-93
100,0.00013712351544500234,1.8334142684523874e-93
101,0.00013712356453386674,1.8334155828878874e-93
102,0.00013712342022493792,1.8334117253054418e-93
103,0.00013712344795823377,1.8334124682472462e-93
104,0.00013712349761803506,1.8334137969700885e-93
105,0.00013712361299700367,1.833416883036045e-93
106,0.0001371234997051944,1.833413854119458e-93
107,0.00013712349701533376,1.8334137826827461e-93
108,0.0001371232891649742,1.833408224906556e-93
109,0.0001371232015308694,1.833405881782404e-93
110,0.00013712304551159808,1.8334017098784257e-93
111,0.00013586662438339422,1.7999577130740553e-93
112,0.00013586673923264464,1.7999607562779846e-93
113,0.0001358664814773166,1.7999539269283216e-93
114,0.00013586670579267108,1.7999598704627563e-93
115,0.0001358663914191268,1.7999515409421423e-93
116,0.00013586682064193698,1.7999629136666856e-93
117,0.00013586673328531314,1.7999605991172183e-93
118,0.00013586668313545416,1.7999592703943759e-93
119,0.0001358667979896237,1.7999623135983052e-93
120,0.00013586678828259093,1.7999620564261421e-93
121,0.00013586606895135938,1.7999429971113925e-93
122,0.00013586583977790248,1.7999369249908763e-93
123,0.00013586579717822172,1.7999357962908274e-93
124,0.00013586551893442976,1.7999284240221537e-93
125,0.0001358657680589284,1.7999350247743383e-93
126,0.00013586567854630773,1.7999326530755014e-93
127,0.00013586570550765324,1.799933367442621e-93
128,0.00013586588291437606,1.7999380679782676e-93
129,0.00013586574325349373,1.7999343675565883e-93
130,0.0001358659945347448,1.7999410254581425e-93
131,0.00013586647013457648,1.7999536268941314e-93
132,0.00013586635420044234,1.7999505551155174e-93
133,0.00013586649763507638,1.7999543555485934e-93
134,0.00013586634772959236,1.7999503836674087e-93
135,0.00013586643508454313,1.799952698216876e-93
136,0.00013586649925265254,1.7999543984106205e-93
137,0.0001358665698914618,1.7999562700524738e-93
138,0.00013586638655393158,1.7999514123560608e-93
139,0.0001358663822400929,1.7999512980573217e-93
140,0.00013586971139510208,1.800039508109244e-93
141,0.0001358696375225985,1.8000375507433363e-93
142,0.00013586963752259182,1.8000375507433363e-93
143,0.00013586988825752775,1.8000441943575482e-93
144,0.00013586987423794757,1.800043822886646e-93
145,0.0001358697135519313,1.8000395652586135e-93
146,0.00013586963105198912,1.8000373792952276e-93
147,0.00013586965585589482,1.8000380365129776e-93
148,0.00013586972325779612,1.8000398224307765e-93
149,0.00013586397887804753,1.7998876193722849e-93
150,0.00013586399775137106,1.7998881194292686e-93
151,0.00013586391470872194,1.7998859191785403e-93
152,0.00013586394220986347,1.7998866478330023e-93
153,0.0001358637389169734,1.7998812615049209e-93
154,0.00013586391309100584,1.7998858763165132e-93
155,0.0001358639492199564,1.7998868335684534e-93
156,0.00013586383867612067,1.7998839046632632e-93
157,0.0001358649360219165,1.799912979405029e-93
158,0.00013586495327740596,1.7999134365999855e-93
159,0.0001358646189519038,1.799904578447703e-93
160,0.00013586458983319197,1.799903806931214e-93
161,0.00013586520456022538,1.7999200945015397e-93
162,0.0001358649058248038,1.799912179313855e-93
163,0.0001358649877883783,1.7999143509898985e-93
164,0.00013586493548268182,1.7999129651176866e-93
165,0.00013586486538223226,1.7999111077631757e-93
166,0.00013586497268982875,1.7999139509443115e-93
167,0.00013586495813051156,1.799913565186067e-93
168,0.0001358648017525621,1.7999094218567736e-93
169,0.00013586472679892942,1.7999074359161812e-93
170,0.00013586486753916965,1.7999111649125453e-93
171,0.00013586494626736305,1.7999132508645344e-93
172,0.0001358648745492161,1.7999113506479964e-93
173,0.00013586484866596582,1.7999106648555616e-93
174,0.00013586485891141963,1.799910936315067e-93
175,0.000135864762927664,1.7999083931681214e-93
176,0.00013586472248505,1.7999073216174421e-93
177,0.00013586488964777648,1.7999117506935833e-93
178,0.00013586482601811776,1.7999100647871812e-93
179,0.00013586482601811776,1.7999100647871812e-93
180,0.00013586461463802055,1.799904464148964e-93
181,0.00013586463674666857,1.799905049930002e-93
182,0.00013586481631189598,1.7999098076150181e-93
183,0.00013586473812286217,1.7999077359503714e-93
184,0.00013586466047301853,1.7999056785730671e-93
185,0.0001358646006179004,1.7999040926780617e-93
186,0.00013586475429990734,1.7999081645706432e-93
187,0.00013586454345893418,1.7999025782197683e-93
188,0.00013586471871040542,1.7999072216060454e-93
189,0.00013586464591366793,1.7999052928148226e-93
190,0.00013586473219127847,1.7999075787896051e-93
191,0.00013586469282712548,1.7999065358136106e-93
192,0.00013586487508845078,1.7999113649353388e-93
193,0.00013586468581707018,1.7999063500781595e-93
194,0.00013586471223958925,1.7999070501579367e-93
195,0.00013586456287141883,1.7999030925640944e-93
196,0.00013586455747906684,1.7999029496906705e-93
197,0.0001358647332697742,1.79990760736429e-93
198,0.00013586498671019743,1.7999143224152137e-93
199,0.00013586480984130293,1.7999096361669095e-93
