iterations,relative_residual_norm,projected_residual_norm
1,0.0,0.0
2,0.9999999999999967,8.210351124182055e-201
3,0.9999999999521361,8.21035112339401e-201
4,0.9999999990103106,8.210351107654984e-201
5,0.9999999971178393,8.210351076812477e-201
6,0.9999999970161708,8.210351075180111e-201
7,0.9999998406010271,8.210348506736853e-201
8,0.9999928449062946,8.21023363293823e-201
9,0.9999927344328998,8.210231818901108e-201
10,0.999958025008049,8.20966187980303e-201
11,0.9998422009656291,8.20776015766567e-201
12,0.9995554969192874,8.203053693670915e-201
13,0.9982590137997107,8.181787794013408e-201
14,0.9942348808508134,8.115956703353316e-201
15,0.990861460942494,8.060975565534175e-201
16,0.9908437033164186,8.060686640163942e-201
17,0.9908288002997996,8.060444164699557e-201
18,0.9908161722222609,8.060238705865023e-201
19,0.9908053792073082,8.060063105576097e-201
20,0.9907960826384218,8.059911853711847e-201
21,0.9907880184558057,8.059780653482676e-201
22,0.8433726633364803,5.8398376051640576e-201
23,0.8433169229073496,5.839065694213421e-201
24,0.8432677275323227,5.8383844636102214e-201
25,0.8432240915276057,5.837780249379956e-201
26,0.843185207961215,5.8372418670341364e-201
27,0.6587209718109236,3.5625807040150976e-201
28,0.6586744843928939,3.562077883119387e-201
29,0.6586325664563273,3.56162451743695e-201
30,0.6585946382110494,3.5612143273382355e-201
31,0.4469467241975934,1.6401110238137363e-201
32,0.44691328288722465,1.6398656012301163e-201
33,0.44688274927682486,1.6396415340169028e-201
34,0.4468547957706692,1.6394364140104237e-201
35,0.32268658122160354,8.549161912186837e-202
36,0.3226650661633999,8.548021923139263e-202
37,0.32264522783906885,8.546970844258954e-202
38,0.23274047700841996,4.447393640690728e-202
39,0.23272587449656673,4.446835584938064e-202
40,0.23271232787318508,4.4463179127728075e-202
41,0.14000985446248418,1.6094553723847794e-202
42,0.14000115594384507,1.6092553944229744e-202
43,0.13999304408351235,1.6090689148653415e-202
44,0.09924586254351485,8.086983399710532e-203
45,0.09924021138883818,8.086062464736226e-203
46,0.09923491731306726,8.085199768356356e-203
47,0.07068404048285604,4.1020831981871515e-203
48,0.07068035965784816,4.101655982731427e-203
49,0.05056645308501774,2.0993590130748045e-203
50,0.050563898457106606,2.0991468983097337e-203
51,0.05056148988437626,2.098946920550407e-203
52,0.05055921643908217,2.0987581708229153e-203
53,0.05055706819790206,2.0985798237969107e-203
54,0.05055503613190933,2.0984111286117148e-203
55,0.05055311201141394,2.0982514009432587e-203
56,0.05055128832356241,2.0981000161356293e-203
57,0.050549558195638916,2.0979564028103842e-203
58,0.050547915337288134,2.0978200380502938e-203
59,0.050546353975557415,2.0976904419901538e-203
60,0.05054486880543366,2.0975671736964384e-203
61,0.050543454949816644,2.0974498278323545e-203
62,0.05054210791393535,2.097338030863549e-203
63,0.05054082355237794,2.097231438312323e-203
64,0.05053959803663524,2.0971297320557932e-203
65,0.05053842782362269,2.097032617706438e-203
66,0.05053730963796091,2.0969398231354272e-203
67,0.05053624043787497,2.0968510956373444e-203
68,0.050535217404665655,2.096766201051815e-203
69,0.05053423791666014,2.0966849215977423e-203
70,0.0013120469618109686,1.4133850407051763e-206
71,0.0013120009898326703,1.4132859970428964e-206
72,0.0013119569669438678,1.413191155821034e-206
73,0.0013119147012539728,1.4131001032354026e-206
74,0.0013118740899177826,1.4130126173720844e-206
75,0.0013118350834651878,1.4129285913352909e-206
76,0.0013117976136953233,1.4128478779076192e-206
77,0.0013117615488289068,1.4127701929522302e-206
78,0.00131172686857851,1.412695492521466e-206
79,0.0013116934448398076,1.4126235004557847e-206
80,0.0013116612971030687,1.412554258527218e-206
81,0.001311630258923848,1.412487408047454e-206
82,0.0013116003686323924,1.4124230314002213e-206
83,0.0013115715602411246,1.4123609862995377e-206
84,0.0013115437460681295,1.412301083755969e-206
85,0.0013115168813226056,1.4122432271716926e-206
86,2.3522193259661905e-5,4.542734531619746e-210
87,2.3521168090154806e-5,4.5423385675712855e-210
88,2.3522636359392172e-5,4.542905680915418e-210
89,2.3521468510755854e-5,4.54245460099208e-210
90,2.3519887504304968e-5,4.5418439751151494e-210
91,2.3516413423218233e-5,4.5405023386872144e-210
92,2.351782940795339e-5,4.541049146182708e-210
93,2.3519673440631202e-5,4.5417613013028334e-210
94,2.3514385073734572e-5,4.539719113096852e-210
95,2.3513825368725226e-5,4.539503000850623e-210
96,2.3515444344735852e-5,4.5401281309051525e-210
97,2.3517025649892196e-5,4.540738756782083e-210
98,2.3514663043083283e-5,4.539826444011087e-210
99,1.996431835619925e-6,3.272432549953567e-212
100,2.003718671539138e-6,3.2963644429924085e-212
101,2.019832100053841e-6,3.3495947747818314e-212
102,1.982758092204094e-6,3.22775968294773e-212
103,1.9967415142622955e-6,3.273447842385518e-212
104,1.9823571164828094e-6,3.226454306963793e-212
105,1.9888074399944344e-6,3.247485364482775e-212
106,1.9914260742077827e-6,3.2560428292663607e-212
107,2.0060096435038066e-6,3.3039066153440434e-212
108,2.0121646801056794e-6,3.3242124639830603e-212
109,1.997360727505665e-6,3.2754784272494197e-212
110,2.0090455538969267e-6,3.313914497887559e-212
111,1.97445471214152e-6,3.200781912613036e-212
112,1.953360994973083e-6,3.1327573196723295e-212
113,1.9874746078733388e-6,3.2431341112029857e-212
114,1.9702002372645543e-6,3.187002943893703e-212
115,1.9777623831424417e-6,3.2115150040365165e-212
116,1.9788785901455853e-6,3.215141048436341e-212
117,1.972530139205231e-6,3.194545116245338e-212
118,1.972754023223796e-6,3.195270325125303e-212
119,1.982089754270208e-6,3.2255840563078353e-212
120,1.9777177217587924e-6,3.2113699622605235e-212
121,1.9728883414398567e-6,3.195705450453282e-212
122,1.952501649066195e-6,3.130001525928463e-212
123,1.939292510215343e-6,3.0877943691145063e-212
124,1.9366946013631038e-6,3.0795269878829066e-212
125,1.943932734448293e-6,3.10258863026579e-212
126,1.9381079311017547e-6,3.084023282938689e-212
127,1.956433455875915e-6,3.142620160439852e-212
128,1.9135701562327836e-6,3.006425932782446e-212
129,1.943023759959974e-6,3.0996877947459305e-212
130,1.954491137622705e-6,3.136383364072154e-212
131,2.0635274408366113e-6,3.496086968534739e-212
132,2.089559693901924e-6,3.5848525354424416e-212
133,2.054174828566895e-6,3.46446786136827e-212
134,2.0659658662025767e-6,3.504354349766339e-212
135,2.059757185739891e-6,3.483323292247357e-212
136,2.055765196527974e-6,3.46983440708001e-212
