iterations,relative_residual_norm,projected_residual_norm
1,0.0,0.0
2,0.9999999999999954,0.00031345483223215766
3,0.9946599264804398,0.0003098983025296134
4,1.5491176761326926,0.0002230676441069862
5,2.0789781567763037,0.00022179825924638347
6,2.2804415976935113,0.0002277079640199221
7,2.304553921116762,0.00023040725637901754
8,2.2738250270980065,0.0002205507146774989
9,2.3424585635467103,0.000219839275357207
10,2.0841990903994687,0.000216717675244237
11,2.0131816650469947,0.00021361152226777276
12,1.98744604426903,0.0002105211835903469
13,1.980016789131598,0.00020573897379987913
14,1.8604802723357576,0.0002002157567836941
15,1.7673990838523423,0.00019755262946101565
16,1.7332464455415768,0.00019754005332726378
17,1.7628442370118993,0.0001975302747360391
18,1.7660003207223238,0.000197522118847533
19,1.7135169539410804,0.00019751493941723902
20,1.6940653637216383,0.00019750862644523772
21,1.6140620059175084,0.0001975031272366247
22,1.5469997297934588,0.00016178404024693257
23,1.5916548614218338,0.0001617745287739233
24,1.521858989978828,0.00016176613436265857
25,1.4888689834922786,0.00016175868887287998
26,1.4683728329026564,0.0001617520546474473
27,1.3783425089339796,0.0001317812609828362
28,1.342648304508952,0.00013177378505681837
29,1.2860086341127643,0.0001317670439357214
30,1.210098568905706,0.00013176094438998573
31,1.1649801343989368,9.675242941628606e-5
32,1.1463878343864773,9.67466903487215e-5
33,1.1395270160970357,9.67414502187987e-5
34,1.1338065120930785,9.673665282297609e-5
35,1.1264948979509635,7.482480831734131e-5
36,1.149982149797245,7.482088711034982e-5
37,1.1510159573444656,7.481727145227049e-5
38,1.056913191070228,5.798482263656045e-5
39,1.0279606788353606,5.7981997720613564e-5
40,0.9871701691377062,5.7979377041169114e-5
41,0.9139236120166382,3.918712068567027e-5
42,0.9039944902446274,3.9185264775875824e-5
43,0.8225418234449562,3.9183534014375235e-5
44,0.7974313842530932,3.0222821233484587e-5
45,0.7494057011855374,3.0221527479448935e-5
46,0.7191929418822908,3.022031545931006e-5
47,0.6512841561564366,2.347847307892332e-5
48,0.6352325578122816,2.3477565872663064e-5
49,0.638479361711037,1.83617101177426e-5
50,0.599893754243298,1.8361030169699525e-5
51,0.6163426467802813,1.8360389088670768e-5
52,0.5906062211058625,1.8359783967418454e-5
53,0.5734856672533909,1.835921216573449e-5
54,0.5477354426305854,1.835867128136318e-5
55,0.5510265240317863,1.8358159124593713e-5
56,0.518495369424208,1.835767369638095e-5
57,0.4995752862599839,1.835721316844046e-5
58,0.49709062883634686,1.8356775866386083e-5
59,0.49411698687234734,1.835636025399913e-5
60,0.4931234510872986,1.8355964920250916e-5
61,0.47286345190047074,1.835558856690914e-5
62,0.4379476422800823,1.8355229997998087e-5
63,0.4333358241791616,1.83548881103608e-5
64,0.4388927353702768,1.8354561884923457e-5
65,0.41785767961719933,1.8354250379462708e-5
66,0.41400040812874594,1.8353952721405055e-5
67,0.4179822151914181,1.835366810196262e-5
68,0.41561544287850527,1.8353395770553515e-5
69,0.3892060419071122,1.835313502980638e-5
70,0.29282814921364325,1.474516852044568e-6
71,0.270170162426002,1.4744830994711322e-6
72,0.2708998871087278,1.4744507250974968e-6
73,0.25066126699206065,1.474419654900951e-6
74,0.2410219475648105,1.4743898197457713e-6
75,0.22738735184184794,1.4743611550216938e-6
76,0.21328697954912942,1.47433360030418e-6
77,0.20279427356844196,1.4743070989973886e-6
78,0.18248419518881714,1.4742815980751055e-6
79,0.1701642105962809,1.4742570478167407e-6
80,0.16212969329016325,1.4742334015368738e-6
81,0.16221324226115963,1.4742106153957358e-6
82,0.16294840972359914,1.474188648170117e-6
83,0.15443645573849338,1.4741674610811955e-6
84,0.1548574182024228,1.4741470176149398e-6
85,0.1512894680781941,1.4741272833759572e-6
86,0.11818119049845874,1.2903196232094466e-7
87,0.11041883821818088,1.290297288449537e-7
88,0.09557280748776968,1.2902757025204208e-7
89,0.08419252392295246,1.2902548325181883e-7
90,0.07670941397495062,1.2902346470291658e-7
91,0.06877096927125935,1.29021511644325e-7
92,0.06571039445047075,1.2901962127538722e-7
93,0.05816639363876342,1.2901779094344002e-7
94,0.053210282443923146,1.2901601812359336e-7
95,0.04669368811190714,1.2901430043672822e-7
96,0.04366444644705352,1.2901263562179518e-7
97,0.03984394944022878,1.2901102153321234e-7
98,0.03450575417867264,1.29009456115495e-7
99,0.026064045676933732,1.905762510886859e-8
100,0.02252291765385758,1.9057359365224052e-8
101,0.020300810724008574,1.9057101406096903e-8
102,0.01885955781507995,1.9056850918965865e-8
103,0.017685317504847108,1.9056607631967246e-8
104,0.016982425814375906,1.9056371267003186e-8
105,0.01702824161691693,1.9056141559853617e-8
106,0.01696363386011105,1.9055918267657252e-8
107,0.017556148264780403,1.9055701147823855e-8
108,0.018429802355641314,1.9055489985356135e-8
109,0.018822219934883946,1.9055284550999543e-8
110,0.01904024675616426,1.9055084649651898e-8
111,0.016234607729259748,1.7879104090789098e-9
112,0.017542315497808266,1.7878885826255048e-9
113,0.017370862478291445,1.7878673270587536e-9
114,0.016297118686946343,1.787846614731501e-9
115,0.01591914080976873,1.7878264471074198e-9
116,0.016626399759334182,1.787806794696211e-9
117,0.016188843712461938,1.7877876345669987e-9
118,0.01577950669175225,1.7877689564740722e-9
119,0.015494626819232535,1.7877507433412473e-9
120,0.0153588015202309,1.787732982049678e-9
121,0.014967610160532175,3.005250252211683e-10
122,0.014610869553039025,3.0052175445426446e-10
123,0.013866862595616921,3.0051856256306866e-10
124,0.013004697942048967,3.0051544537340255e-10
125,0.011782920937526937,3.005124091736387e-10
126,0.01122470750890146,3.005094382970558e-10
127,0.009209340777700928,3.0050653523731874e-10
128,0.008722775678152274,3.005036956576189e-10
129,0.008687952476828343,3.0050093592940905e-10
130,0.007608703658512993,3.0049822921868544e-10
131,0.00675958356704166,5.328827407547615e-11
132,0.007535655440581219,5.3287759187864436e-11
133,0.006951117254025411,5.3287250913885975e-11
134,0.0066126644879250214,5.3286753644559565e-11
135,0.006518617864494136,5.328626667515379e-11
136,0.006831823950355373,5.3285794071426806e-11
137,0.00645465970541409,5.3285323256633405e-11
138,0.005564013470480439,5.328487222852965e-11
139,0.0048059301863774655,5.328442700090752e-11
140,0.004851018520098929,9.718326946135669e-12
141,0.004568445490499577,9.718242866257193e-12
142,0.0046856718567079006,9.718157647966436e-12
143,0.00414800512116167,9.71806646656373e-12
144,0.004277189849433412,9.717989867680243e-12
145,0.004248151061958362,9.717908498307198e-12
146,0.0039911356996254164,9.717832604155124e-12
147,0.004013792682264289,9.717753836867293e-12
148,0.0035183947244699885,9.717675828520983e-12
149,0.0035125564998844073,7.538168765412745e-13
150,0.003031367412369818,7.538059260993324e-13
151,0.003049391094887879,7.538020229715114e-13
152,0.003019839155308336,7.537925904126108e-13
153,0.0024393246642023495,7.537876030826174e-13
154,0.0020865087338144163,7.537852178378379e-13
155,0.002156686124738883,7.537787668349116e-13
156,0.002114217907367899,7.537686837547075e-13
157,0.0020703935039951536,1.259941044724766e-13
158,0.002146231238578336,1.2599063502552466e-13
159,0.0021514961530267637,1.2599123133671952e-13
160,0.0020594038478655443,1.2599133975693677e-13
161,0.0019619729664630734,1.2599036397498153e-13
162,0.001694405027485992,1.259860271662916e-13
163,0.001534300968581501,1.2598369613162075e-13
164,0.0014993668589717592,1.2598613558650884e-13
165,0.0012418198919081917,1.259840213922725e-13
166,0.0011344491805007461,1.2598353350129488e-13
167,0.0011259709952209887,1.2598331666086038e-13
168,0.0010367703152573543,1.2597545619510986e-13
169,0.0010142276099576008,1.2598082299586366e-13
170,0.001021485607124929,1.259793593229308e-13
171,0.0009141241629479897,1.2597415515250288e-13
172,0.0007337056999044945,1.2597903406227906e-13
173,0.0006505745673360573,1.259730709503304e-13
174,0.0005806331127046091,1.2597919669260493e-13
175,0.0004613854137348735,1.259775703893462e-13
176,0.0004275162999510511,1.2597345042109076e-13
177,0.0003989088968503234,1.2597480567380637e-13
178,0.0003862967753463573,1.2597057728533367e-13
179,0.0003307070049535399,1.2597572724565298e-13
180,0.00031312329570706555,1.259712820167458e-13
181,0.0002949115493051943,1.2597030623479055e-13
182,0.00029808819091691727,1.2596786677990246e-13
183,0.0003242775488710726,1.2596830046077145e-13
184,0.0002944250806293882,1.2596943887305256e-13
185,0.0002651831158949831,1.259706314954423e-13
186,0.00026394023049180516,1.259677583596852e-13
187,0.0002291820082900951,1.2596781256979384e-13
188,0.000225103464550443,1.2596542732501437e-13
189,0.00016271159957046222,1.259661862665351e-13
190,0.00011751672899482409,1.2597111938641992e-13
191,0.00011234048419374118,1.259639636520815e-13
192,0.00011411027820697175,1.25965047854254e-13
193,8.949494016625032e-5,1.2596607784631786e-13
194,7.125102515355906e-5,1.2596222892860554e-13
195,6.314172694036566e-5,1.2596694520805585e-13
196,4.2359988320985366e-5,1.259578921199156e-13
197,2.9810996576412838e-5,1.2596179524773654e-13
198,2.454043162991285e-5,1.259603857849123e-13
199,2.0784957108217442e-5,1.2595941000295707e-13
