R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
40000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.282e-5,5.971,2.748e-6,1.257e-6,5.731e-7,2.604e-7,1.18e-7,5.336e-8,2.409e-8,1.086e-8,4.886e-9,2.196e-9,9.86e-10,4.422e-10,1.981e-10,8.87e-11,3.968e-11,1.774e-11,7.923e-12,3.537e-12,1.578e-12,7.037e-13,3.137e-13,1.397e-13,6.222e-14,2.769e-14,2.32e-15,5.48e-15,2.437e-15,1.083e-15,4.814e-16,2.139e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
50000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.307e-5,6.242,2.92e-6,1.357e-6,6.283e-7,2.898e-7,1.334e-7,6.124e-8,2.807e-8,1.284e-8,5.868e-9,2.678e-9,1.221e-9,5.557e-10,2.528e-10,1.149e-10,5.218e-11,2.368e-11,1.074e-11,4.866e-12,2.204e-12,9.978e-13,4.515e-13,2.042e-13,9.23e-14,4.17e-14,1.884e-14,8.505e-15,3.839e-15,1.732e-15,7.814e-16,3.526e-16,1.589e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
60000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.312e-5,6.437,3.053e-6,1.437e-6,6.735e-7,3.145e-7,1.465e-7,6.807e-8,3.157e-8,1.462e-8,6.761e-9,3.122e-9,1.44e-9,6.636e-10,3.055e-10,1.405e-10,6.458e-11,2.966e-11,1.361e-11,6.242e-12,2.861e-12,1.311e-12,6.002e-13,2.747e-13,1.257e-13,5.746e-14,2.626e-14,1.2e-14,5.481e-15,2.503e-15,1.143e-15,5.215e-16,2.381e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
70000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.58,3.159e-6,1.503e-6,7.114e-7,3.356e-7,1.579e-7,7.409e-8,3.471e-8,1.623e-8,7.58e-9,3.535e-9,1.647e-9,7.663e-10,3.562e-10,1.655e-10,7.679e-11,3.561e-11,1.651e-11,7.645e-12,3.539e-12,1.637e-12,7.57e-13,3.499e-13,1.616e-13,7.463e-14,3.445e-14,1.59e-14,7.332e-15,3.381e-15,1.558e-15,7.182e-16,3.311e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.683,3.246e-6,1.558e-6,7.44e-7,3.539e-7,1.679e-7,7.947e-8,3.754e-8,1.77e-8,8.337e-9,3.921e-9,1.842e-9,8.641e-10,4.051e-10,1.897e-10,8.879e-11,4.152e-11,1.94e-11,9.062e-12,4.229e-12,1.973e-12,9.199e-13,4.287e-13,1.997e-13,9.298e-14,4.328e-14,2.013e-14,9.364e-15,4.354e-15,2.024e-15,9.403e-16,4.368e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
90000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.754,3.318e-6,1.605e-6,7.723e-7,3.702e-7,1.769e-7,8.433e-8,4.013e-8,1.906e-8,9.041e-9,4.283e-9,2.026e-9,9.576e-10,4.521e-10,2.133e-10,1.005e-10,4.735e-11,2.229e-11,1.048e-11,4.929e-12,2.316e-12,1.087e-12,5.104e-13,2.395e-13,1.123e-13,5.265e-14,2.467e-14,1.156e-14,5.412e-15,2.534e-15,1.186e-15,5.548e-16,2.598e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
100000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.795,3.379e-6,1.646e-6,7.973e-7,3.847e-7,1.85e-7,8.877e-8,4.251e-8,2.032e-8,9.7e-9,4.624e-9,2.201e-9,1.047e-9,4.975e-10,2.362e-10,1.12e-10,5.31e-11,2.515e-11,1.191e-11,5.633e-12,2.663e-12,1.259e-12,5.945e-13,2.807e-13,1.325e-13,6.249e-14,2.947e-14,1.389e-14,6.546e-15,3.084e-15,1.453e-15,6.839e-16,3.22e-16,1.516e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
200000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.807,3.63e-6,1.877e-6,9.491e-7,4.77e-7,2.389e-7,1.193e-7,5.942e-8,2.955e-8,1.467e-8,7.274e-9,3.602e-9,1.782e-9,8.804e-10,4.347e-10,2.144e-10,1.057e-10,5.206e-11,2.562e-11,1.261e-11,6.198e-12,3.046e-12,1.496e-12,7.344e-13,3.604e-13,1.768e-13,8.669e-14,4.249e-14,2.082e-14,1.02e-14,4.995e-15,2.445e-15,1.197e-15,5.857e-16,2.867e-16,1.402e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
300000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.63e-6,1.966e-6,1.023e-6,5.262e-7,2.694e-7,1.375e-7,6.997e-8,3.555e-8,1.803e-8,9.131e-9,4.619e-9,2.334e-9,1.178e-9,5.939e-10,2.992e-10,1.506e-10,7.578e-11,3.809e-11,1.914e-11,9.611e-12,4.824e-12,2.42e-12,1.213e-12,6.08e-13,3.046e-13,1.525e-13,7.636e-14,3.821e-14,1.912e-14,9.561e-15,4.78e-15,2.389e-15,1.194e-15,5.965e-16,2.983e-16,1.489e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
400000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.984e-6,1.066e-6,5.577e-7,2.899e-7,1.501e-7,7.755e-8,3.997e-8,2.057e-8,1.057e-8,5.422e-9,2.779e-9,1.423e-9,7.278e-10,3.719e-10,1.899e-10,9.692e-11,4.942e-11,2.519e-11,1.283e-11,6.531e-12,3.323e-12,1.69e-12,8.592e-13,4.366e-13,2.218e-13,1.126e-13,5.716e-14,2.9e-14,1.471e-14,7.461e-15,3.783e-15,1.917e-15,9.716e-16,4.926e-16,2.494e-16,1.264e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
500000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.092e-6,5.797e-7,3.048e-7,1.597e-7,8.339e-8,4.346e-8,2.26e-8,1.174e-8,6.089e-9,3.154e-9,1.632e-9,8.439e-10,4.359e-10,2.25e-10,1.16e-10,5.981e-11,3.081e-11,1.44e-11,8.16e-12,4.197e-12,2.157e-12,1.108e-12,5.692e-13,2.922e-13,1.5e-13,7.694e-14,3.946e-14,2.023e-14,1.037e-14,5.313e-15,2.722e-15,1.394e-15,7.138e-16,3.656e-16,1.871e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
600000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.105e-6,5.959e-7,3.164e-7,1.672e-7,8.81e-8,4.631e-8,2.43e-8,1.273e-8,6.658e-9,3.479e-9,1.816e-9,9.467e-10,4.932e-10,2.567e-10,1.335e-10,6.941e-11,3.606e-11,1.872e-11,9.714e-12,5.038e-12,2.612e-12,1.353e-12,7.01e-13,3.629e-13,1.878e-13,9.718e-14,5.026e-14,2.599e-14,1.343e-14,6.942e-15,3.586e-15,1.852e-15,9.565e-16,4.939e-16,2.55e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
700000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.108e-6,6.079e-7,3.256e-7,1.734e-7,9.202e-8,4.872e-8,2.574e-8,1.358e-8,7.155e-9,3.765e-9,1.979e-9,1.039e-9,5.451e-10,2.858e-10,1.497e-10,7.836e-11,4.099e-11,2.143e-11,1.12e-11,5.849e-12,3.053e-12,1.593e-12,8.31e-13,4.333e-13,2.258e-13,1.177e-13,6.128e-14,3.19e-14,1.661e-14,8.642e-15,4.496e-15,2.338e-15,1.216e-15,6.327e-16,3.287e-16,1.71e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
800000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.169e-7,3.331e-7,1.785e-7,9.534e-8,5.079e-8,2.7e-8,1.433e-8,7.596e-9,4.021e-9,2.126e-9,1.123e-9,5.928e-10,3.126e-10,1.647e-10,8.674e-11,4.565e-11,2.401e-11,1.262e-11,6.631e-12,3.482e-12,1.828e-12,9.59e-13,5.03e-13,2.637e-13,1.382e-13,7.241e-14,3.793e-14,1.986e-14,1.04e-14,5.44e-15,2.846e-15,1.489e-15,7.787e-16,4.073e-16,2.129e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
900000.0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.235e-7,3.393e-7,1.829e-7,9.822e-8,5.261e-8,2.812e-8,1.5e-8,7.992e-9,4.253e-9,2.26e-9,1.2e-9,6.368e-10,3.375e-10,1.788e-10,9.464e-11,5.006e-11,2.647e-11,1.398e-11,7.385e-12,3.898e-12,2.057e-12,1.085e-12,5.719e-13,3.014e-13,1.588e-13,8.362e-14,4.402e-14,2.317e-14,1.219e-14,6.413e-15,3.372e-15,1.773e-15,9.321e-16,4.9e-16,2.576e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.28e-7,3.445e-7,1.867e-7,1.007e-7,5.421e-8,2.911e-8,1.56e-8,8.351e-9,4.464e-9,2.384e-9,1.272e-9,6.777e-10,3.609e-10,1.92e-10,1.021e-10,5.426e-11,2.882e-11,1.53e-11,8.114e-12,4.303e-12,2.281e-12,1.208e-12,6.399e-13,3.388e-13,1.793e-13,9.484e-14,5.016e-14,2.652e-14,1.402e-14,7.407e-15,3.913e-15,2.067e-15,1.091e-15,5.763e-16,3.042e-16,1.606e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.311e-7,3.658e-7,2.076e-7,1.157e-7,6.415e-8,3.548e-8,1.958e-8,1.079e-8,5.936e-9,3.262e-9,1.791e-9,9.82e-10,5.381e-10,2.946e-10,1.612e-10,8.812e-11,4.815e-11,2.63e-11,1.435e-11,7.83e-12,4.27e-12,2.327e-12,1.268e-12,6.906e-13,3.76e-13,2.046e-13,1.113e-13,6.056e-14,3.293e-14,1.79e-14,9.728e-15,5.286e-15,2.871e-15,1.559e-15,8.468e-16,4.598e-16,2.496e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
3.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.659e-7,2.148e-7,1.227e-7,6.923e-8,3.893e-8,2.184e-8,1.223e-8,6.834e-9,3.815e-9,2.127e-9,1.185e-9,6.595e-10,3.667e-10,2.038e-10,1.132e-10,6.281e-11,3.484e-11,1.931e-11,1.07e-11,5.926e-12,3.281e-12,1.815e-12,1.004e-12,5.552e-13,3.069e-13,1.696e-13,9.368e-14,5.173e-14,2.856e-14,1.576e-14,8.698e-15,4.799e-15,2.647e-15,1.46e-15,8.048e-16,4.436e-16,2.447e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.155e-7,1.265e-7,7.24e-8,4.118e-8,2.336e-8,1.322e-8,7.471e-9,4.216e-9,2.376e-9,1.338e-9,7.525e-10,4.229e-10,2.375e-10,1.333e-10,7.477e-11,4.191e-11,2.348e-11,1.315e-11,7.359e-12,4.117e-12,2.302e-12,1.287e-12,7.192e-13,4.017e-13,2.243e-13,1.252e-13,6.989e-14,3.899e-14,2.175e-14,1.213e-14,6.762e-15,3.769e-15,2.1e-15,1.17e-15,6.519e-16,3.631e-16,2.023e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.284e-7,7.454e-8,4.279e-8,2.448e-8,1.397e-8,7.96e-9,4.528e-9,2.573e-9,1.46e-9,8.28e-10,4.691e-10,2.656e-10,1.503e-10,8.495e-11,4.8e-11,2.71e-11,1.53e-11,8.631e-12,4.867e-12,2.743e-12,1.546e-12,8.706e-13,4.902e-13,2.759e-13,1.552e-13,8.733e-14,4.911e-14,2.761e-14,1.552e-14,8.721e-15,4.899e-15,2.752e-15,1.545e-15,8.677e-16,4.871e-16,2.737e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
6.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.289e-7,7.603e-8,4.401e-8,2.535e-8,1.457e-8,8.353e-9,4.783e-9,2.735e-9,1.562e-9,8.916e-10,5.084e-10,2.897e-10,1.649e-10,9.383e-11,5.335e-11,3.032e-11,1.722e-11,9.778e-12,5.549e-12,3.148e-12,1.785e-12,1.012e-12,5.732e-13,3.247e-13,1.838e-13,1.041e-13,5.89e-14,3.332e-14,1.885e-14,1.066e-14,6.026e-15,3.406e-15,1.925e-15,1.088e-15,6.145e-16,3.473e-16,1.96e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
7.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.706e-8,4.495e-8,2.605e-8,1.505e-8,8.679e-9,4.997e-9,2.873e-9,1.65e-9,9.465e-10,5.425e-10,3.107e-10,1.779e-10,1.017e-10,5.815e-11,3.322e-11,1.897e-11,1.083e-11,6.176e-12,3.522e-12,2.008e-12,1.144e-12,6.515e-13,3.71e-13,2.112e-13,1.202e-13,6.836e-14,3.888e-14,2.211e-14,1.257e-14,7.142e-15,4.058e-15,2.305e-15,1.31e-15,7.437e-16,4.224e-16,2.398e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
8.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.773e-8,4.571e-8,2.662e-8,1.546e-8,8.956e-9,5.18e-9,2.992e-9,1.726e-9,9.947e-10,5.728e-10,3.295e-10,1.895e-10,1.089e-10,6.25e-11,3.587e-11,2.057e-11,1.179e-11,6.759e-12,3.871e-12,2.217e-12,1.269e-12,7.258e-13,4.151e-13,2.374e-13,1.357e-13,7.753e-14,4.429e-14,2.53e-14,1.444e-14,8.245e-15,4.706e-15,2.685e-15,1.532e-15,8.739e-16,4.985e-16,2.843e-16,1.622e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
9.0e6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.806e-8,4.631e-8,2.711e-8,1.58e-8,9.194e-9,5.34e-9,3.096e-9,1.793e-9,1.038e-9,5.998e-10,3.465e-10,2.0e-10,1.153e-10,6.649e-11,3.831e-11,2.206e-11,1.269e-11,7.303e-12,4.199e-12,2.414e-12,1.387e-12,7.965e-13,4.574e-13,2.625e-13,1.506e-13,8.641e-14,4.956e-14,2.841e-14,1.629e-14,9.334e-15,5.348e-15,3.064e-15,1.755e-15,1.005e-15,5.753e-16,3.294e-16,1.886e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.811e-8,4.679e-8,2.752e-8,1.611e-8,9.404e-9,5.481e-9,3.19e-9,1.854e-9,1.076e-9,6.244e-10,3.619e-10,2.096e-10,1.213e-10,7.018e-11,4.057e-11,2.344e-11,1.354e-11,7.814e-12,4.509e-12,2.6e-12,1.499e-12,8.641e-13,4.978e-13,2.867e-13,1.651e-13,9.503e-14,5.469e-14,3.146e-14,1.81e-14,1.041e-14,5.983e-15,3.439e-15,1.976e-15,1.136e-15,6.524e-16,3.749e-16,2.154e-16,1.239e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.794e-8,2.955e-8,1.78e-8,1.065e-8,6.349e-9,3.779e-9,2.246e-9,1.333e-9,7.905e-10,4.683e-10,2.772e-10,1.64e-10,9.694e-11,5.727e-11,3.382e-11,1.996e-11,1.177e-11,6.941e-12,4.091e-12,2.41e-12,1.419e-12,8.355e-13,4.917e-13,2.893e-13,1.702e-13,1.0e-13,5.881e-14,3.456e-14,2.031e-14,1.193e-14,7.006e-15,4.114e-15,2.415e-15,1.418e-15,8.319e-16,4.882e-16,2.868e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf
3.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.976e-8,1.848e-8,1.124e-8,6.791e-9,4.094e-9,2.464e-9,1.48e-9,8.887e-10,5.329e-10,3.193e-10,1.911e-10,1.144e-10,6.837e-11,4.086e-11,2.44e-11,1.457e-11,8.691e-12,5.184e-12,3.09e-12,1.842e-12,1.097e-12,6.535e-13,3.89e-13,2.316e-13,1.378e-13,8.196e-14,4.874e-14,2.898e-14,1.723e-14,1.024e-14,6.083e-15,3.614e-15,2.146e-15,1.275e-15,7.569e-16,4.496e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.868e-8,1.157e-8,7.067e-9,4.298e-9,2.609e-9,1.581e-9,9.571e-10,5.787e-10,3.496e-10,2.11e-10,1.273e-10,7.674e-11,4.624e-11,2.784e-11,1.676e-11,1.008e-11,6.061e-12,3.643e-12,2.189e-12,1.315e-12,7.893e-13,4.738e-13,2.843e-13,1.705e-13,1.023e-13,6.131e-14,3.675e-14,2.202e-14,1.319e-14,7.904e-15,4.733e-15,2.834e-15,1.697e-15,1.016e-15,6.079e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.176e-8,7.254e-9,4.444e-9,2.715e-9,1.656e-9,1.009e-9,6.14e-10,3.733e-10,2.267e-10,1.376e-10,8.347e-11,5.06e-11,3.066e-11,1.857e-11,1.124e-11,6.799e-12,4.112e-12,2.486e-12,1.502e-12,9.074e-13,5.48e-13,3.308e-13,1.997e-13,1.205e-13,7.268e-14,4.383e-14,2.643e-14,1.593e-14,9.602e-15,5.786e-15,3.485e-15,2.1e-15,1.264e-15,7.615e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf
6.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.184e-8,7.385e-9,4.553e-9,2.797e-9,1.715e-9,1.05e-9,6.424e-10,3.925e-10,2.396e-10,1.462e-10,8.909e-11,5.428e-11,3.305e-11,2.011e-11,1.223e-11,7.438e-12,4.521e-12,2.746e-12,1.668e-12,1.013e-12,6.145e-13,3.728e-13,2.261e-13,1.371e-13,8.311e-14,5.037e-14,3.052e-14,1.849e-14,1.12e-14,6.78e-15,4.104e-15,2.484e-15,1.504e-15,9.099e-16,Inf,Inf,Inf,Inf,Inf,Inf,Inf
7.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.185e-8,7.478e-9,4.638e-9,2.863e-9,1.763e-9,1.084e-9,6.66e-10,4.086e-10,2.505e-10,1.534e-10,9.392e-11,5.745e-11,3.513e-11,2.147e-11,1.311e-11,8.004e-12,4.884e-12,2.979e-12,1.817e-12,1.107e-12,6.748e-13,4.111e-13,2.504e-13,1.524e-13,9.278e-14,5.646e-14,3.435e-14,2.089e-14,1.27e-14,7.724e-15,4.695e-15,2.854e-15,1.734e-15,1.054e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
8.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.54e-9,4.705e-9,2.916e-9,1.803e-9,1.212e-9,6.861e-10,4.225e-10,2.599e-10,1.598e-10,9.814e-11,6.025e-11,3.697e-11,2.267e-11,1.389e-11,8.512e-12,5.212e-12,3.191e-12,1.952e-12,1.194e-12,7.303e-13,4.464e-13,2.728e-13,1.667e-13,1.018e-13,6.217e-14,3.795e-14,2.316e-14,1.414e-14,8.624e-15,5.26e-15,3.208e-15,1.956e-15,1.193e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
9.0e7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.575e-9,4.759e-9,2.961e-9,1.837e-9,1.138e-9,7.035e-10,4.346e-10,2.682e-10,1.654e-10,1.019e-10,6.274e-11,3.861e-11,2.375e-11,1.46e-11,8.973e-12,5.512e-12,3.384e-12,2.077e-12,1.274e-12,7.817e-13,4.793e-13,2.938e-13,1.8e-13,1.103e-13,6.756e-14,4.137e-14,2.532e-14,1.55e-14,9.486e-15,5.803e-15,3.55e-15,2.171e-15,1.328e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.583e-9,4.802e-9,2.999e-9,1.866e-9,1.159e-9,7.188e-10,4.452e-10,2.755e-10,1.704e-10,1.053e-10,6.499e-11,4.011e-11,2.474e-11,1.525e-11,9.396e-12,5.787e-12,3.563e-12,2.193e-12,1.349e-12,8.296e-13,5.1e-13,3.135e-13,1.926e-13,1.183e-13,7.266e-14,4.461e-14,2.739e-14,1.681e-14,1.031e-14,6.327e-15,3.88e-15,2.379e-15,1.459e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.898e-9,3.179e-9,2.028e-9,1.284e-9,8.11e-10,5.114e-10,3.221e-10,2.027e-10,1.274e-10,8.005e-11,5.026e-11,3.153e-11,1.977e-11,1.239e-11,7.765e-12,4.863e-12,3.044e-12,1.905e-12,1.192e-12,7.451e-13,4.658e-13,2.911e-13,1.819e-13,1.136e-13,7.094e-14,4.429e-14,2.765e-14,1.725e-14,1.076e-14,6.715e-15,4.188e-15,2.612e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
3.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.19e-9,2.086e-9,1.341e-9,8.566e-10,5.457e-10,3.472e-10,2.206e-10,1.401e-10,8.884e-11,5.631e-11,3.567e-11,2.258e-11,1.429e-11,9.037e-12,5.713e-12,3.61e-12,2.281e-12,1.44e-12,9.091e-13,5.456e-13,3.619e-13,2.283e-13,1.439e-13,9.073e-14,5.718e-14,3.603e-14,2.269e-14,1.429e-14,9.0e-15,5.666e-15,3.567e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.094e-9,1.371e-9,8.84e-10,5.675e-10,3.635e-10,2.326e-10,1.487e-10,9.493e-11,6.057e-11,3.862e-11,2.461e-11,1.568e-11,9.979e-12,6.35e-12,4.039e-12,2.568e-12,1.632e-12,1.037e-12,6.274e-13,4.182e-13,2.655e-13,1.685e-13,1.069e-13,6.78e-14,4.299e-14,2.726e-14,1.728e-14,1.095e-14,6.938e-15,4.395e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.0e8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.384e-9,9.019e-10,5.826e-10,3.753e-10,2.414e-10,1.551e-10,9.953e-11,6.383e-11,4.09e-11,2.619e-11,1.677e-11,1.073e-11,6.86e-12,4.385e-12,2.802e-12,1.789e-12,1.142e-12,7.292e-13,4.653e-13,2.968e-13,1.893e-13,1.207e-13,7.692e-14,4.902e-14,3.123e-14,1.989e-14,1.267e-14,8.066e-15,5.135e-15,Inf,Inf,Inf,Inf,Inf,Inf,Inf
