R, 50, 51, 52, 53, 54, 55, 56
1E06, 1.606E-16,    --    ,    --    ,    --    ,    --    ,    --    ,    --    
2E06, 4.598E-16, 2.496E-16,    --    ,    --    ,    --    ,    --    ,    --    
3E06, 8.048E-16, 4.436E-16, 2.447E-16,    --    ,    --    ,    --    ,    --    
4E06, 1.170E-15, 6.519E-16, 3.631E-16, 2.023E-16,    --    ,    --    ,    --    
5E06, 1.545E-15, 8.677E-16, 4.871E-16, 2.737E-16,    --    ,    --    ,    --    
6E06, 1.925E-15, 1.088E-15, 6.145E-16, 3.473E-16, 1.960E-16,    --    ,    --    
7E06, 2.305E-15, 1.310E-15, 7.437E-16, 4.224E-16, 2.398E-16,    --    ,    --    
8E06, 2.685E-15, 1.532E-15, 8.739E-16, 4.985E-16, 2.843E-16, 1.622E-16,    --    
9E06, 3.064E-15, 1.755E-15, 1.005E-15, 5.753E-16, 3.294E-16, 1.886E-16,    --    
1E07, 3.439E-15, 1.976E-15, 1.136E-15, 6.524E-16, 3.749E-16, 2.154E-16, 1.239E-16
2E07, 7.006E-15, 4.114E-15, 2.415E-15, 1.418E-15, 8.319E-16, 4.882E-16, 2.868E-16
3E07, 1.024E-14, 6.083E-15, 3.614E-15, 2.146E-15, 1.275E-15, 7.569E-16, 4.496E-16
4E07, 1.319E-14, 7.904E-15, 4.733E-15, 2.834E-15, 1.697E-15, 1.016E-15, 6.079E-16
5E07, 1.593E-14, 9.602E-15, 5.786E-15, 3.485E-15, 2.100E-15, 1.264E-15, 7.615E-16
6E07, 1.849E-14, 1.120E-14, 6.780E-15, 4.104E-15, 2.484E-15, 1.504E-15, 9.099E-16
7E07, 2.089E-14, 1.270E-14, 7.724E-15, 4.695E-15, 2.854E-15, 1.734E-15, 1.054E-15
8E07, 2.316E-14, 1.414E-14, 8.624E-15, 5.260E-15, 3.208E-15, 1.956E-15, 1.193E-15
9E07, 2.532E-14, 1.550E-14, 9.486E-15, 5.803E-15, 3.550E-15, 2.171E-15, 1.328E-15
1E08, 2.739E-14, 1.681E-14, 1.031E-14, 6.327E-15, 3.880E-15, 2.379E-15, 1.459E-15
2E08, 4.429E-14, 2.765E-14, 1.725E-14, 1.076E-14, 6.715E-15, 4.188E-15, 2.612E-15
3E08, 5.718E-14, 3.603E-14, 2.269E-14, 1.429E-14, 9.000E-15, 5.666E-15, 3.567E-15
4E08, 6.780E-14, 4.299E-14, 2.726E-14, 1.728E-14, 1.095E-14, 6.938E-15, 4.395E-15
5E08, 7.692E-14, 4.902E-14, 3.123E-14, 1.989E-14, 1.267E-14, 8.066E-15, 5.135E-15
6E08, 8.496E-14, 5.435E-14, 3.476E-14, 2.223E-14, 1.421E-14, 9.085E-15, 5.806E-15
7E08, 9.218E-14, 5.916E-14, 3.796E-14, 2.436E-14, 1.562E-14, 1.002E-14, 6.424E-15
8E08, 9.874E-14, 6.355E-14, 4.089E-14, 2.631E-14, 1.692E-14, 1.088E-14, 6.997E-15
9E08, 1.048E-13, 6.759E-14, 4.360E-14, 2.812E-14, 1.813E-14, 1.169E-14, 7.533E-15
1E09, 1.103E-13, 7.135E-14, 4.612E-14, 2.981E-14, 1.926E-14, 1.244E-14, 8.038E-15
2E09, 1.515E-13, 9.931E-14, 6.508E-14, 4.264E-14, 2.793E-14, 1.829E-14, 1.198E-14
3E09, 1.790E-13, 1.182E-13, 7.806E-14, 5.154E-14, 3.402E-14, 2.245E-14, 1.481E-14
4E09, 1.998E-13, 1.327E-13, 8.808E-14, 5.846E-14, 3.879E-14, 2.574E-14, 1.707E-14
5E09, 2.167E-13, 1.445E-13, 9.629E-14, 6.417E-14, 4.275E-14, 2.847E-14, 1.896E-14
6E09, 2.309E-13, 1.544E-13, 1.033E-13, 6.904E-14, 4.614E-14, 3.083E-14, 2.060E-14
7E09, 2.432E-13, 1.631E-13, 1.094E-13, 7.330E-14, 4.912E-14, 3.291E-14, 2.205E-14
8E09, 2.540E-13, 1.707E-13, 1.147E-13, 7.709E-14, 5.178E-14, 3.477E-14, 2.335E-14
9E09, 2.637E-13, 1.776E-13, 1.196E-13, 8.051E-14, 5.418E-14, 3.646E-14, 2.461E-14
1E10, 2.724E-13, 1.838E-13, 1.240E-13, 8.362E-14, 5.638E-14, 3.800E-14, 2.571E-14
2E10, 3.314E-13, 2.262E-13, 1.543E-13, 1.053E-13, 7.177E-14, 4.893E-14, 3.335E-14
3E10, 3.664E-13, 2.517E-13, 1.728E-13, 1.186E-13, 8.141E-14, 5.585E-14, 3.831E-14
4E10, 3.911E-13, 2.698E-13, 1.861E-13, 1.283E-13, 8.844E-14, 6.095E-14, 4.199E-14
5E10, 4.100E-13, 2.838E-13, 1.964E-13, 1.359E-13, 9.398E-14, 6.498E-14, 4.492E-14
6E10, 4.253E-13, 2.952E-13, 2.048E-13, 1.421E-13, 9.853E-14, 6.831E-14, 4.735E-14
7E10, 4.380E-13, 3.047E-13, 2.119E-13, 1.473E-13, 1.024E-13, 7.115E-14, 4.943E-14
8E10, 4.488E-13, 3.128E-13, 2.180E-13, 1.519E-13, 1.057E-13, 7.362E-14, 5.124E-14
9E10, 4.582E-13, 3.199E-13, 2.233E-13, 1.558E-13, 1.087E-13, 7.580E-14, 5.285E-14
1E11, 4.664E-13, 3.262E-13, 2.281E-13, 1.594E-13, 1.113E-13, 7.776E-14, 5.429E-14
2E11, 5.171E-13, 3.652E-13, 2.578E-13, 1.819E-13, 1.283E-13, 9.051E-14, 6.380E-14
3E11, 5.430E-13, 3.857E-13, 2.738E-13, 1.943E-13, 1.378E-13, 9.772E-14, 6.927E-14
4E11, 5.594E-13, 3.989E-13, 2.843E-13, 2.025E-13, 1.442E-13, 1.027E-13, 7.304E-14
5E11, 5.708E-13, 4.084E-13, 2.919E-13, 2.086E-13, 1.490E-13, 1.063E-13, 7.588E-14
6E11, 5.792E-13, 4.155E-13, 2.978E-13, 2.133E-13, 1.527E-13, 1.092E-13, 7.814E-14
7E11, 5.855E-13, 4.210E-13, 3.024E-13, 2.170E-13, 1.557E-13, 1.116E-13, 8.000E-14
8E11, 5.903E-13, 4.255E-13, 3.062E-13, 2.202E-13, 1.582E-13, 1.136E-13, 8.157E-14
9E11, 5.940E-13, 4.291E-13, 3.094E-13, 2.228E-13, 1.603E-13, 1.153E-13, 8.292E-14
1E12, 5.966E-13, 4.321E-13, 3.120E-13, 2.251E-13, 1.622E-13, 1.168E-13, 8.410E-14
2E12, 5.992E-13, 4.407E-13, 3.245E-13, 2.371E-13, 1.726E-13, 1.254E-13, 9.110E-14
3E12,    --    ,    --    , 3.251E-13, 2.405E-13, 1.768E-13, 1.294E-13, 9.448E-14
4E12,    --    ,    --    ,    --    , 2.405E-13, 1.784E-13, 1.315E-13, 9.648E-14
5E12,    --    ,    --    ,    --    ,    --    , 1.784E-13, 1.325E-13, 9.775E-14
6E12,    --    ,    --    ,    --    ,    --    ,    --    , 1.327E-13, 9.853E-14
7E12,    --    ,    --    ,    --    ,    --    ,    --    ,    --    , 9.892E-14
8E12,    --    ,    --    ,    --    ,    --    ,    --    ,    --    , 9.897E-14
