R, 43, 44, 45, 46, 47, 48, 49
9E04, 2.598E-16,    --    ,    --    ,    --    ,    --    ,    --    ,    --    
1E05, 3.220E-16, 1.516E-16,    --    ,    --    ,    --    ,    --    ,    --    
2E05, 1.197E-15, 5.857E-16, 2.867E-16, 1.402E-16,    --    ,    --    ,    --    
3E05, 2.389E-15, 1.194E-15, 5.965E-16, 2.983E-16, 1.489E-16,    --    ,    --    
4E05, 3.783E-15, 1.917E-15, 9.716E-16, 4.926E-16, 2.494E-16, 1.264E-16,    --    
5E05, 5.313E-15, 2.722E-15, 1.394E-15, 7.138E-16, 3.656E-16, 1.871E-16,    --    
6E05, 6.942E-15, 3.586E-15, 1.852E-15, 9.565E-16, 4.939E-16, 2.550E-16,    --    
7E05, 8.642E-15, 4.496E-15, 2.338E-15, 1.216E-15, 6.327E-16, 3.287E-16, 1.710E-16
8E05, 1.040E-14, 5.440E-15, 2.846E-15, 1.489E-15, 7.787E-16, 4.073E-16, 2.129E-16
9E05, 1.219E-14, 6.413E-15, 3.372E-15, 1.773E-15, 9.321E-16, 4.900E-16, 2.576E-16
1E06, 1.402E-14, 7.407E-15, 3.913E-15, 2.067E-15, 1.091E-15, 5.763E-16, 3.042E-16
2E06, 3.293E-14, 1.790E-14, 9.728E-15, 5.286E-15, 2.871E-15, 1.559E-15, 8.468E-16
3E06, 5.173E-14, 2.856E-14, 1.576E-14, 8.698E-15, 4.799E-15, 2.647E-15, 1.460E-15
4E06, 6.989E-14, 3.899E-14, 2.175E-14, 1.213E-14, 6.762E-15, 3.769E-15, 2.100E-15
5E06, 8.733E-14, 4.911E-14, 2.761E-14, 1.552E-14, 8.721E-15, 4.899E-15, 2.752E-15
6E06, 1.041E-13, 5.890E-14, 3.332E-14, 1.885E-14, 1.066E-14, 6.026E-15, 3.406E-15
7E06, 1.202E-13, 6.836E-14, 3.888E-14, 2.211E-14, 1.257E-14, 7.142E-15, 4.058E-15
8E06, 1.357E-13, 7.753E-14, 4.429E-14, 2.530E-14, 1.444E-14, 8.245E-15, 4.706E-15
9E06, 1.506E-13, 8.641E-14, 4.956E-14, 2.841E-14, 1.629E-14, 9.334E-15, 5.348E-15
1E07, 1.651E-13, 9.503E-14, 5.469E-14, 3.146E-14, 1.810E-14, 1.041E-14, 5.983E-15
2E07, 2.893E-13, 1.702E-13, 1.000E-13, 5.881E-14, 3.456E-14, 2.031E-14, 1.193E-14
3E07, 3.890E-13, 2.316E-13, 1.378E-13, 8.196E-14, 4.874E-14, 2.898E-14, 1.723E-14
4E07, 4.738E-13, 2.843E-13, 1.705E-13, 1.023E-13, 6.131E-14, 3.675E-14, 2.202E-14
5E07, 5.480E-13, 3.308E-13, 1.997E-13, 1.205E-13, 7.268E-14, 4.383E-14, 2.643E-14
6E07, 6.145E-13, 3.728E-13, 2.261E-13, 1.371E-13, 8.311E-14, 5.037E-14, 3.052E-14
7E07, 6.748E-13, 4.111E-13, 2.504E-13, 1.524E-13, 9.278E-14, 5.646E-14, 3.435E-14
8E07, 7.303E-13, 4.464E-13, 2.728E-13, 1.667E-13, 1.018E-13, 6.217E-14, 3.795E-14
9E07, 7.817E-13, 4.793E-13, 2.938E-13, 1.800E-13, 1.103E-13, 6.756E-14, 4.137E-14
1E08, 8.296E-13, 5.100E-13, 3.135E-13, 1.926E-13, 1.183E-13, 7.266E-14, 4.461E-14
2E08, 1.192E-12, 7.451E-13, 4.658E-13, 2.911E-13, 1.819E-13, 1.136E-13, 7.094E-14
