iterations,relative_residual_norm,projected_residual_norm,orthogonality_data
1,0.0,0.0,0.0
2,1.0000000000000007,1.0521026985165351e-85,1.4215095767156072e-10
3,1.0000000000000007,1.0521026985165351e-85,5.015434734190194e-10
4,1.0000000000000007,1.0521026985165351e-85,9.947720425174111e-10
5,1.0000000000000007,1.0521026985165351e-85,1.664104631871055e-9
6,1.0000000000000007,1.0521026985165351e-85,2.513146801774724e-9
7,1.0000000000000007,1.0521026985165351e-85,3.5609402093683684e-9
8,1.0000000000000007,1.0521026985165351e-85,4.840660761118443e-9
9,1.0000000000000007,1.0521026985165351e-85,6.3868410560274924e-9
10,1.0000000000000007,1.0521026985165351e-85,8.135586204716105e-9
11,1.0000000000000007,1.0521026985165351e-85,1.0064150623989576e-8
12,1.0000000000000007,1.0521026985165351e-85,1.2127725712574033e-8
13,1.0000000000000007,1.0521026985165351e-85,1.4222338862168726e-8
14,1.0000000000000007,1.0521026985165351e-85,1.6470621533315466e-8
15,1.0000000000000007,1.0521026985165351e-85,1.895787016259476e-8
16,1.0000000000000007,1.0521026985165351e-85,2.1559886986821652e-8
17,1.0000000000000007,1.0521026985165351e-85,2.4363005390881654e-8
18,1.0000000000000007,1.0521026985165351e-85,2.7315117723247795e-8
19,1.0000000000000007,1.0521026985165351e-85,3.030283601823669e-8
20,1.0000000000000007,1.0521026985165351e-85,3.327044750811581e-8
21,1.0000000000000007,1.0521026985165351e-85,3.641798529407936e-8
22,1.0000000000000007,1.0521026985165351e-85,3.9551926178660324e-8
23,1.0000000000000007,1.0521026985165351e-85,4.27954058856983e-8
24,1.0000000000000007,1.0521026985165351e-85,4.608955839202622e-8
25,1.0000000000000007,1.0521026985165351e-85,4.969917188901718e-8
26,1.0000000000000007,1.0521026985165351e-85,5.353405629904273e-8
27,1.0000000000000007,1.0521026985165351e-85,5.7463835023696674e-8
28,1.0000000000000007,1.0521026985165351e-85,6.147102626918866e-8
29,1.0000000000000007,1.0521026985165351e-85,6.549025943769493e-8
30,1.0000000000000007,1.0521026985165351e-85,6.951172815128359e-8
31,1.0000000000000007,1.0521026985165351e-85,7.359451381638848e-8
32,1.0000000000000007,1.0521026985165351e-85,7.776760324595955e-8
33,1.0000000000000007,1.0521026985165351e-85,8.216711355757411e-8
34,1.0000000000000007,1.0521026985165351e-85,8.66247031883205e-8
35,1.0000000000000007,1.0521026985165351e-85,9.126702793516017e-8
36,1.0000000000000007,1.0521026985165351e-85,9.570771641875808e-8
37,1.0000000000000007,1.0521026985165351e-85,1.0006400485984557e-7
38,1.0000000000000007,1.0521026985165351e-85,1.0458205967900369e-7
39,1.0000000000000007,1.0521026985165351e-85,1.0917301951351988e-7
40,1.0000000000000007,1.0521026985165351e-85,1.1406298150440364e-7
41,1.0000000000000007,1.0521026985165351e-85,1.1889466278169891e-7
42,1.0000000000000007,1.0521026985165351e-85,1.2366917045980585e-7
43,1.0000000000000007,1.0521026985165351e-85,1.2863533527252002e-7
44,1.0000000000000007,1.0521026985165351e-85,1.3366106377254994e-7
45,1.0000000000000007,1.0521026985165351e-85,1.3872664172964733e-7
46,1.0000000000000007,1.0521026985165351e-85,1.4397121339548846e-7
47,1.0000000000000007,1.0521026985165351e-85,1.494335764018473e-7
48,1.0000000000000007,1.0521026985165351e-85,1.551885218109561e-7
49,1.0000000000000007,1.0521026985165351e-85,1.6097606980736145e-7
50,1.0000000000000007,1.0521026985165351e-85,1.6648586909084884e-7
51,1.0000000000000007,1.0521026985165351e-85,1.7223083315087706e-7
52,1.0000000000000007,1.0521026985165351e-85,1.7785228156874666e-7
53,1.0000000000000007,1.0521026985165351e-85,1.837103691393338e-7
54,1.0000000000000007,1.0521026985165351e-85,1.896104377951957e-7
55,1.0000000000000007,1.0521026985165351e-85,1.9560024400178122e-7
56,1.0000000000000007,1.0521026985165351e-85,2.0179878501558335e-7
57,1.0000000000000007,1.0521026985165351e-85,2.0797977939857049e-7
58,1.0000000000000007,1.0521026985165351e-85,2.144263904213517e-7
59,1.0000000000000007,1.0521026985165351e-85,2.2136024369068252e-7
60,1.0000000000000007,1.0521026985165351e-85,2.2870604698965735e-7
61,1.0000000000000007,1.0521026985165351e-85,2.3619999223178922e-7
62,1.0000000000000007,1.0521026985165351e-85,2.437652535380863e-7
63,1.0000000000000007,1.0521026985165351e-85,2.5111801726929173e-7
64,1.0000000000000007,1.0521026985165351e-85,2.58491756666146e-7
65,1.0000000000000007,1.0521026985165351e-85,2.66013832073142e-7
66,1.0000000000000007,1.0521026985165351e-85,2.7386579959376434e-7
67,1.0000000000000007,1.0521026985165351e-85,2.817462390058978e-7
68,1.0000000000000007,1.0521026985165351e-85,2.8950650388104293e-7
69,1.0000000000000007,1.0521026985165351e-85,2.97595136311557e-7
70,1.0000000000000007,1.0521026985165351e-85,3.06133147276455e-7
71,1.0000000000000007,1.0521026985165351e-85,3.150844269939057e-7
72,1.0000000000000007,1.0521026985165351e-85,3.2415507589256265e-7
73,1.0000000000000007,1.0521026985165351e-85,3.3367690166485886e-7
74,1.0000000000000007,1.0521026985165351e-85,3.4333233589478596e-7
75,1.0000000000000007,1.0521026985165351e-85,3.531722225780243e-7
76,1.0000000000000007,1.0521026985165351e-85,3.635451253369837e-7
77,1.0000000000000007,1.0521026985165351e-85,3.7441723677034133e-7
78,1.0000000000000007,1.0521026985165351e-85,3.8590902495805324e-7
79,1.0000000000000007,1.0521026985165351e-85,3.9729147816025545e-7
80,1.0000000000000007,1.0521026985165351e-85,4.091538854389398e-7
81,1.0000000000000007,1.0521026985165351e-85,4.2171971514903817e-7
82,1.0000000000000007,1.0521026985165351e-85,4.3506216163002875e-7
83,1.0000000000000007,1.0521026985165351e-85,4.4946936572642926e-7
84,1.0000000000000007,1.0521026985165351e-85,4.6427808686466676e-7
85,1.0000000000000007,1.0521026985165351e-85,4.80565184979298e-7
86,1.0000000000000007,1.0521026985165351e-85,4.951127259289478e-7
87,1.0000000000000007,1.0521026985165351e-85,5.102151923175313e-7
88,1.0000000000000007,1.0521026985165351e-85,5.268374265732234e-7
89,1.0000000000000007,1.0521026985165351e-85,5.437830223886664e-7
90,1.0000000000000007,1.0521026985165351e-85,5.616784835016375e-7
91,1.0000000000000007,1.0521026985165351e-85,5.822379767206343e-7
92,1.0000000000000007,1.0521026985165351e-85,6.059893375987002e-7
93,1.0000000000000007,1.0521026985165351e-85,6.295635595066074e-7
94,1.0000000000000007,1.0521026985165351e-85,6.546254172068444e-7
95,1.0000000000000007,1.0521026985165351e-85,6.77450138875102e-7
96,1.0000000000000007,1.0521026985165351e-85,7.026807469223684e-7
97,1.0000000000000007,1.0521026985165351e-85,7.236250152420354e-7
98,1.0000000000000007,1.0521026985165351e-85,7.452685739650633e-7
99,1.0000000000000007,1.0521026985165351e-85,7.699857527132536e-7
100,1.0000000000000007,1.0521026985165351e-85,7.966541275550298e-7
101,1.0000000000000007,1.0521026985165351e-85,8.260354109612678e-7
102,1.0000000000000007,1.0521026985165351e-85,8.502993253944879e-7
103,1.0000000000000007,1.0521026985165351e-85,8.725212370386259e-7
104,1.0000000000000007,1.0521026985165351e-85,8.917705500710582e-7
105,1.0000000000000007,1.0521026985165351e-85,9.041371482609861e-7
106,1.0000000000000007,1.0521026985165351e-85,9.131619065350094e-7
107,1.0000000000000007,1.0521026985165351e-85,9.206190492161426e-7
108,1.0000000000000007,1.0521026985165351e-85,9.260461857341085e-7
109,1.0000000000000007,1.0521026985165351e-85,9.310674098372829e-7
110,1.0000000000000007,1.0521026985165351e-85,9.349114751255883e-7
111,1.0000000000000007,1.0521026985165351e-85,9.396050855148275e-7
112,1.0000000000000007,1.0521026985165351e-85,9.440368822222212e-7
113,1.0000000000000007,1.0521026985165351e-85,9.484785548075081e-7
114,1.0000000000000007,1.0521026985165351e-85,9.52512622998114e-7
115,1.0000000000000007,1.0521026985165351e-85,9.549639106154473e-7
116,1.0000000000000007,1.0521026985165351e-85,9.576513193554348e-7
117,1.0000000000000007,1.0521026985165351e-85,9.608082436329823e-7
118,1.0000000000000007,1.0521026985165351e-85,9.638388172028556e-7
119,1.0000000000000007,1.0521026985165351e-85,9.667074303276735e-7
120,1.0000000000000007,1.0521026985165351e-85,9.698175147399013e-7
121,1.0000000000000007,1.0521026985165351e-85,9.727991678865067e-7
