iterations,relative_residual_norm,projected_residual_norm
169,0.02642557562744314,6.877696300914653e-14
170,0.0264271601279474,6.879253218514889e-14
171,0.026430082616304692,6.880865246041159e-14
172,0.026432045806944696,6.882611388660189e-14
173,0.026433534992591035,6.883651152610584e-14
174,0.02643524243896349,6.884808727286679e-14
175,0.02643735945827805,6.885967467835072e-14
176,0.026439035452031984,6.887019543811831e-14
177,0.026441565016494716,6.888317411937437e-14
178,0.0264440023759259,6.889556956665699e-14
179,0.026445845309235518,6.890779504024029e-14
180,0.02644673148863085,6.891368281579702e-14
181,0.026447305265371424,6.891699094948851e-14
182,0.026447964922547345,6.892068509312622e-14
183,0.02644836665798159,6.892314830996648e-14
184,0.02644857378828784,6.892453651523125e-14
185,0.026448800938523837,6.892579373405495e-14
186,0.02644891273723529,6.892645705163572e-14
187,0.026448981110480527,6.892688201605024e-14
188,0.026449060103237946,6.892729124079451e-14
189,0.026449156438934866,6.892780415470944e-14
190,0.0264492111912011,6.892809546714506e-14
191,0.02644925015182603,6.892831210461012e-14
192,0.026449257557043044,6.892835279199594e-14
193,0.026449263423937743,6.892838384766485e-14
194,0.02644926503590793,6.892839298081157e-14
195,0.026449265095105395,6.89283933815418e-14
196,0.02644926488110737,6.892839229363127e-14
197,0.026449264684430544,6.892839127844802e-14
198,0.026449264622667053,6.892839096134057e-14
199,0.02644926457971373,6.892839073788549e-14
