iterations,relative_residual_norm,projected_residual_norm,orthogonality_data
1,0.0,0.0,0.0
2,0.004493965338569453,0.0,9.008316223861715e-16
3,0.0005032274786139336,0.0,1.4570059580625601e-15
4,0.00047878541223992873,0.0,2.792076884428218e-15
5,0.00047463868501921837,0.0,4.824440176527321e-15
6,0.0004730237244055688,0.0,7.767620386692559e-15
7,0.0004724881472789861,0.0,1.0987920833352412e-14
8,0.00047244411056179207,0.0,1.4287985445562206e-14
9,0.00047262671220148634,0.0,1.852571108261182e-14
10,0.0004729080974664224,0.0,2.372765767477122e-14
11,0.0004732253247849509,0.0,3.047185477527089e-14
12,0.00047354662767536967,0.0,3.794558781257636e-14
13,0.0004738566766192597,0.0,4.628881467248817e-14
14,0.0004741475938410308,0.0,5.5688848417728235e-14
15,0.00047441716308435704,0.0,6.587860082864361e-14
16,0.00047466461566219486,0.0,7.489241169349548e-14
17,0.0004748909978864145,0.0,8.537446775071037e-14
18,0.00047509718131708316,0.0,9.737148097277809e-14
19,0.0004752852797506795,0.0,1.0895140139389578e-13
20,0.00047545657057168584,0.0,1.2050326104827072e-13
21,0.0004756128040976858,0.0,1.3268725029449547e-13
22,0.00047575571311581663,0.0,1.4566889113537308e-13
23,0.00047588620522277125,0.0,1.5977224246952912e-13
24,0.0004760056894093194,0.0,1.7278725682783182e-13
25,0.0004761152844866085,0.0,1.853764419204408e-13
26,0.00047621611194710524,0.0,1.9689851989119608e-13
27,0.00047630871580765907,0.0,2.0702742897905828e-13
28,0.0004763942269584943,0.0,2.179836007383636e-13
29,0.00047647335675962324,0.0,2.295305048052862e-13
30,0.00047654644543597603,0.0,2.423419092871905e-13
31,0.00047661414189290047,0.0,2.538834778354323e-13
32,0.0004766772418175321,0.0,2.6457874761416424e-13
33,0.0004767357315552643,0.0,2.7649769177594954e-13
34,0.00047679014579204146,0.0,2.8771765245368535e-13
35,0.000476840780337824,0.0,2.978726095972392e-13
36,0.0004768883633485382,0.0,3.0970322470943294e-13
